time,Open,High,Low,Close,tick_volume,spread,real_volume
2025-06-25 15:40:00,3324.743,3326.716,3324.498,3326.0,789,160,0
2025-06-25 15:45:00,3326.102,3326.569,3325.28,3325.903,558,160,0
2025-06-25 15:50:00,3325.86,3326.669,3325.204,3326.312,576,160,0
2025-06-25 15:55:00,3326.341,3327.194,3324.95,3325.627,715,160,0
2025-06-25 16:00:00,3325.667,3327.65,3324.142,3327.438,776,160,0
2025-06-25 16:05:00,3327.477,3327.8,3325.539,3326.065,606,160,0
2025-06-25 16:10:00,3326.066,3328.386,3325.646,3327.663,500,160,0
2025-06-25 16:15:00,3327.63,3328.392,3327.121,3327.568,486,160,0
2025-06-25 16:20:00,3327.562,3329.092,3326.894,3327.638,705,160,0
2025-06-25 16:25:00,3327.634,3329.281,3327.044,3329.281,706,160,0
2025-06-25 16:30:00,3329.321,3330.579,3329.199,3330.211,587,160,0
2025-06-25 16:35:00,3330.306,3332.071,3330.0,3331.816,660,160,0
2025-06-25 16:40:00,3331.772,3333.977,3331.685,3333.057,952,160,0
2025-06-25 16:45:00,3333.032,3334.794,3332.642,3333.761,536,160,0
2025-06-25 16:50:00,3333.767,3334.868,3332.71,3334.457,589,160,0
2025-06-25 16:55:00,3334.453,3335.147,3333.134,3334.802,603,160,0
2025-06-25 17:00:00,3334.823,3335.16,3333.124,3333.24,714,160,0
2025-06-25 17:05:00,3333.286,3334.903,3333.218,3334.689,588,160,0
2025-06-25 17:10:00,3334.692,3335.418,3333.157,3333.636,622,160,0
2025-06-25 17:15:00,3333.64,3333.657,3331.959,3332.842,567,160,0
2025-06-25 17:20:00,3332.884,3333.206,3331.126,3331.43,593,160,0
2025-06-25 17:25:00,3331.384,3331.507,3328.726,3328.899,621,160,0
2025-06-25 17:30:00,3328.943,3330.193,3326.086,3326.659,946,160,0
2025-06-25 17:35:00,3326.634,3328.009,3324.727,3326.358,1387,160,0
2025-06-25 17:40:00,3326.353,3327.717,3325.747,3327.49,760,160,0
2025-06-25 17:45:00,3327.485,3328.448,3326.413,3326.75,683,160,0
2025-06-25 17:50:00,3326.677,3328.348,3326.677,3327.624,499,160,0
2025-06-25 17:55:00,3327.703,3328.617,3327.533,3328.03,553,160,0
2025-06-25 18:00:00,3328.016,3329.439,3326.876,3326.995,578,160,0
2025-06-25 18:05:00,3326.995,3327.422,3326.18,3326.536,522,160,0
2025-06-25 18:10:00,3326.651,3328.338,3326.424,3328.056,475,160,0
2025-06-25 18:15:00,3328.074,3329.381,3327.628,3329.054,532,160,0
2025-06-25 18:20:00,3329.055,3330.272,3328.976,3329.862,452,160,0
2025-06-25 18:25:00,3329.957,3330.116,3329.286,3329.501,395,160,0
2025-06-25 18:30:00,3329.492,3330.12,3329.332,3329.708,411,160,0
2025-06-25 18:35:00,3329.671,3330.009,3329.11,3329.644,418,160,0
2025-06-25 18:40:00,3329.626,3330.155,3329.319,3329.713,439,160,0
2025-06-25 18:45:00,3329.746,3330.561,3329.556,3330.016,362,160,0
2025-06-25 18:50:00,3330.019,3331.138,3329.615,3330.598,407,160,0
2025-06-25 18:55:00,3330.671,3331.838,3330.671,3331.583,444,160,0
2025-06-25 19:00:00,3331.544,3332.975,3331.538,3331.88,420,160,0
2025-06-25 19:05:00,3331.813,3331.938,3330.351,3330.587,363,160,0
2025-06-25 19:10:00,3330.659,3331.645,3330.347,3331.623,405,160,0
2025-06-25 19:15:00,3331.552,3331.626,3330.927,3331.348,360,160,0
2025-06-25 19:20:00,3331.327,3332.152,3330.799,3332.152,335,160,0
2025-06-25 19:25:00,3332.251,3334.3,3332.09,3334.0,497,160,0
2025-06-25 19:30:00,3334.021,3335.393,3333.627,3335.264,502,160,0
2025-06-25 19:35:00,3335.271,3335.681,3334.683,3335.142,495,160,0
2025-06-25 19:40:00,3335.137,3335.966,3334.957,3335.87,356,160,0
2025-06-25 19:45:00,3335.903,3336.068,3334.105,3334.205,480,160,0
2025-06-25 19:50:00,3334.17,3334.195,3332.284,3332.911,672,160,0
2025-06-25 19:55:00,3332.95,3334.396,3332.277,3333.706,666,160,0
2025-06-25 20:00:00,3333.745,3335.498,3333.474,3335.407,501,160,0
2025-06-25 20:05:00,3335.406,3335.674,3334.153,3334.53,352,160,0
